"商品コード","商品名","仕入先コード","仕入先名","在庫数","引当数","フリー在庫数","不良在庫数","欠品数","発注残数","商品区分","商品タグ","取扱区分","適正在庫数","発注点","ロット","原価","売価","在庫金額","表示価格","ＪＡＮコード"
"td-rl-ca","ころんとポーチ本革特大-キャメル","9","ハピネス","28","0","28","0","0","0","通常","","取扱中","2","0","30","10890.00","19980.00","304920.00","","4580605360809"
"teto-01-bk","テトラポーチ-黒","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","10000.00","0.00","","4580604903120"
"teto-01-ca","テトラポーチ-キャメル","1","MIRATIME","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3080.00","10000.00","0.00","","4580604903137"
"torl-04-bk","【廃盤】本革ショルダー付　トート型ハンドバッグ　ブラック","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9800.00","0.00","","4580604903328"
"torl-04-ca","【廃盤】本革ショルダー付　トート型ハンドバッグ　キャメル","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9800.00","0.00","","4580604903342"
"torl-04-re","【廃盤】本革ショルダー付　トート型ハンドバッグ　レッド","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9800.00","0.00","","4580604903335"
"toto-01-bk","サイドポケット付きトートバッグ_ブラックL","9","ハピネス","6","0","6","0","0","0","通常","","取扱中","2","0","30","3432.00","6820.00","20592.00","","4580604903144"
"toto-01-bl","サイドポケット付きトートバッグ_ブルーL","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3432.00","6820.00","0.00","","4580604903151"
"toto-01-bo","サイドポケット付きトートバッグ_ストライプ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","3905.00","6820.00","0.00","","4580604903168"
"toto-01-gb","サイドポケット付きトートバッグ_グレーベージュL","9","ハピネス","12","1","11","0","0","0","通常","","取扱中","2","0","30","3432.00","6820.00","41184.00","","4580604903175"
"toto-01-M-bk","A4サイドポケ付きトートバック_ブラック_M","9","ハピネス","22","0","22","0","0","0","通常","","取扱中","2","0","0","3300.00","6600.00","72600.00","","4580604903465"
"toto-01-M-gb","A4サイドポケ付きトートバック_グレーベージュ_M","9","ハピネス","54","0","54","0","0","0","通常","","取扱中","2","0","0","3300.00","6600.00","178200.00","","4580604903472"
"toto-01-wt","サイドポケット付きトートバッグ_ホワイトL","9","ハピネス","35","0","35","0","0","0","通常","","取扱中","2","0","0","3432.00","6820.00","120120.00","","4580604903182"
"toto-01-ybk","サイドポケトート_L_ナイロン_ブラック","11","Astyle","31","0","31","0","0","0","通常","","取扱中","2","0","0","3432.00","6820.00","106392.00","","4580605361554"
"toto-01-ybl","サイドポケトート_L_ナイロン_ブルー","11","Astyle","29","0","29","0","0","0","通常","","取扱中","2","0","0","3432.00","6820.00","99528.00","","4580605361547"
"toto-01-yor","サイドポケトート_L_ナイロン_オレンジ","11","Astyle","35","0","35","0","0","0","通常","","取扱中","2","0","0","3432.00","6820.00","120120.00","","4580605361561"
"toto-03-bk","丸型トートバッグ_帆布ブラック","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3960.00","7900.00","0.00","","4580604903199"
"toto-03-wt","丸型トートバッグ_帆布ホワイト","5","ZONGYI","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4180.00","7900.00","0.00","",""
"toto-04-re","まるトートバッグminiサイズキャンバスレッド","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3960.00","5900.00","0.00","","4580604903274"
"toto-04-wt","まるトートバッグminiサイズキャンバスホワイト","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","3960.00","5900.00","0.00","","4580604903281"
"toto-05-wt","ビッグトートバッグ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4345.00","7900.00","0.00","","4580604904370"
"toto-06-bk","ふた付き帆布トートバッグ_ブラック","9","ハピネス","73","0","73","0","0","0","通常","","取扱中","1","0","0","2695.00","6980.00","196735.00","","4580605360816"
"toto-06-gr","ふた付き帆布トートバッグ_グリーン","9","ハピネス","78","0","78","0","0","3","通常","","取扱中","1","0","0","2695.00","6980.00","210210.00","","4580605360823"
"toto-rl02-gb","本革Ａ4トートバッグ-グレーベージュ","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","7150.00","13500.00","0.00","","4580604903212"
"TTJB_B_002","メンズM フロントボタンボアジャケット 【ボアブラック】","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4862.00","9980.00","0.00","","4580604903229"
"TTJB_B_003","モリノカ゛ッコウ メンズM フロントボタンボアジャケット 【ボアチャコールグレー】/6571617/","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9980.00","0.00","","4580604903236"
"TTJB_B_004","メンズM フロントボタンボアジャケット 【ボアホワイト】","9","ハピネス","1","0","1","0","0","0","通常","","取扱中","1","0","0","4862.00","9980.00","4862.00","","4580604903243"
"TTJB_B_005","モリノカ゛ッコウ メンズL フロントボタンボアジャケット 【ボアブラック】/6571570/（9,980円）","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9980.00","0.00","","4580604903250"
"TTJB_B_006","モリノカ゛ッコウ メンズL フロントボタンボアジャケット 【ボアチャコールグレー】/6571622/","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4873.00","9980.00","0.00","","4580604903267"
"TTJB_B_007","モリノカ゛ッコウ メンズL フロントボタンボアジャケット 【ボアホワイト】/6571582/（9,980円）","4","ラブリークィーン株式会社","0","0","0","0","0","0","通常","","取扱中止","0","0","0","4840.00","9980.00","0.00","","4580604904011"
"WE-01T-01-A001-BLACK-M","メンズコート【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","24","300.00","29800.00","0.00","","4580605360830"
"WE-01T-01-J001-BLACK-L","メンズ_ストレッチジャケット_L","9","ハピネス","3","0","3","0","0","0","通常","[DAQ]
","取扱中","1","0","0","300.00","11800.00","900.00","","4580605360847"
"WE-01T-01-J001-BLACK-M","メンズ_ストレッチジャケット_M","9","ハピネス","0","0","0","0","0","0","通常","[DAQ]
","取扱中","1","0","0","300.00","11800.00","0.00","","4580605360854"
"WE-01T-01-J001-BLAK-L","（品番変更）メンズ_ストレッチジャケット_L","9","ハピネス","0","0","0","0","0","0","通常","[DAQ]
","取扱中止","0","0","0","300.00","11800.00","0.00","",""
"WE-01T-01-J001-BLAK-M","（品番変更）メンズ_ストレッチジャケット_M","9","ハピネス","0","0","0","0","0","0","通常","[DAQ]
","取扱中止","0","0","0","300.00","11800.00","0.00","",""
"WE-01T-01-N001-BLACK-M","メンズ洗える強度コットン ベーシックカーディガン【ブラック】","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8980.00","0.00","",""
"WE-01T-01-P001-BLACK-L","メンズ_ストレッチタックパンツ_L","9","ハピネス","5","0","5","0","0","0","通常","[DAQ]
","取扱中","1","0","0","300.00","9800.00","1500.00","","4580605360861"
"WE-01T-01-P001-BLACK-M","メンズ_ストレッチタックパンツ_M","9","ハピネス","0","0","0","0","0","0","通常","[DAQ]
","取扱中","0","0","0","300.00","9800.00","0.00","","4580605360878"
"WE-01T-01-P002-GRAY-L","メンズサマータックパンツ_L_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8800.00","0.00","",""
"WE-01T-01-P002-GRAY-M","メンズサマータックパンツ_M_グレー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8800.00","0.00","",""
"WE-01T-01-P002-NAVY-L","メンズサマータックパンツ_L_ネイビー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8800.00","0.00","",""
"WE-01T-01-P002-NAVY-M","メンズサマータックパンツ_M_ネイビー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8800.00","0.00","",""
"WE-01T-01-S001-BLUESTRIPE-M","メンズ_ストライプシャツ_ブルー","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","300.00","8800.00","0.00","","4580605360885"
"WE-01T-01-S001-WHITESTRIPE-M","メンズ_ストライプシャツ_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","8800.00","0.00","","4580605360892"
"WE-01T-01-T001-BLACK-M","ユニセックスロングTシャツ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","5800.00","0.00","",""
"WE-01T-01-T001-set-M","【お色が選べる2枚セット】ユニセックスロングTシャツ","9","ハピネス","0","0","0","0","0","0","通常","[要※カラー指定]","取扱中止","0","0","0","300.00","9980.00","0.00","",""
"WE-01T-01-T001-WHITE-M","ユニセックスロングTシャツ_ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中止","0","0","0","300.00","5800.00","0.00","",""
"WE-01T-01-T002-BLACK-M","メンズ ストライプドッキングTシャツ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","300.00","5980.00","0.00","","4580605360908"
"WE-01T-01-T002-WHITE-M","メンズ ストライプドッキングTシャツ_ホワイト","9","ハピネス","9","0","9","0","0","0","通常","","取扱中","1","0","0","300.00","5980.00","2700.00","","4580605360915"
"WE-01T-01-T003-BLACK-M","ドッキング プリントTシャツ_ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1089.00","5980.00","0.00","","4580605359926"
"WE-01T-01-T003-WHITE-M","ドッキング プリントTシャツ_ホワイト","9","ハピネス","7","0","7","0","0","0","通常","","取扱中","1","0","0","1089.00","5980.00","7623.00","","4580605359919"
"WE-02T-01-T004-BLACK-M","花人間プリントTシャツ-ブラック","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1089.00","4580.00","0.00","","4580605360045"
"WE-02T-01-T004-WHITE-M","花人間プリントTシャツ-ホワイト","9","ハピネス","0","0","0","0","0","0","通常","","取扱中","0","0","0","1089.00","4580.00","0.00","","4580605360052"
"xmascard","クリスマスカード","9999","設定なし","99997","0","99997","0","0","0","通常","[99999月末在庫調整]","取扱中止","0","0","0","0.00","300.00","0.00","",""
"YE-1001","YESレチノール乳化美容液 30mL","9999","設定なし","2710","0","2710","0","0","0","通常","","取扱中","0","0","0","1391.00","5800.00","3769610.00","","4580605379993"
